-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
phase7_attention_step=6;layer=model.layers.7.self_at...         0.00%       0.000us         0.00%       0.000us       0.000us      39.872us         0.00%      39.872us      39.872us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.1.self_at...         0.00%       0.000us         0.00%       0.000us       0.000us      39.808us         0.00%      39.808us      39.808us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.21.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.744us         0.00%      39.744us      39.744us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.29.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.712us         0.00%      39.712us      39.712us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.16.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.648us         0.00%      39.648us      39.648us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.11.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.520us         0.00%      39.520us      39.520us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.15.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.519us         0.00%      39.519us      39.519us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.12.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.488us         0.00%      39.488us      39.488us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.27.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.488us         0.00%      39.488us      39.488us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.22.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.456us         0.00%      39.456us      39.456us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.30.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.456us         0.00%      39.456us      39.456us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.23.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.392us         0.00%      39.392us      39.392us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.20.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.360us         0.00%      39.360us      39.360us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.28.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.296us         0.00%      39.296us      39.296us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.5.self_at...         0.00%       0.000us         0.00%       0.000us       0.000us      39.295us         0.00%      39.295us      39.295us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.17.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.200us         0.00%      39.200us      39.200us           0 B           0 B           0 B           0 B             1  
phase7_attention_step=6;layer=model.layers.14.self_a...         0.00%       0.000us         0.00%       0.000us       0.000us      39.104us         0.00%      39.104us      39.104us           0 B           0 B           0 B           0 B             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 1.249s
Self CUDA time total: 879.364ms

